Year,Month,Day,Mean Pressure (hPa),Absolute Daily Max (deg. C),Mean (deg. C),Absolute Daily Min (deg. C),Mean Dew Point (deg. C),Mean Relative Humidity (%),Mean Amount of Cloud (%),Total Rainfall (mm),Total Bright Sunshine (hours),Prevailing Wind Direction (degrees),Mean Wind Speed (km/h)
1932,2,7,1015.9,14.9,13.9,13.2,***,***,***,0.4,***,***,***
1932,2,8,1014.2,16.9,15.2,12.7,***,***,***,18.2,***,***,***
1932,2,9,1018.7,13.2,10,8.2,***,***,***,1.9,***,***,***
1932,2,10,1021.2,12.4,9.5,7.3,***,***,***,0,***,***,***
1932,2,11,1022.4,14.3,12.2,8.8,***,***,***,0,***,***,***
1932,2,12,1021.5,16.8,15.2,13.1,***,***,***,0,***,***,***
1932,2,13,1019.2,18.9,16.9,15.8,***,***,***,0,***,***,***
1932,2,14,1019.2,17.3,16.5,15.4,***,***,***,0.5,***,***,***
1932,2,15,1020.9,19.1,15.9,13.7,***,***,***,0.3,***,***,***
1932,2,16,1022,15.6,15,14.4,***,***,***,0,***,***,***
1932,2,17,1023.1,15.3,14.1,12.8,***,***,***,0,***,***,***
1932,2,18,1024.4,13.4,12.5,11.3,***,***,***,0,***,***,***
1932,2,19,1023.2,15.6,13.6,11.8,***,***,***,0,***,***,***
1932,2,20,1020.8,17.2,14.8,13.3,***,***,***,0,***,***,***
1932,2,21,1016,19.4,16.2,14.2,***,***,***,0,***,***,***
1932,2,22,1014,23.8,18.6,15.4,***,***,***,Trace,***,***,***
1932,2,23,1016.8,16.8,15.6,14.9,***,***,***,0.1,***,***,***
1932,2,24,1018.1,15.2,12.8,8.2,***,***,***,3.7,***,***,***
1932,2,25,1023.2,11.3,9.7,6.8,***,***,***,0.1,***,***,***
1932,2,26,1022.5,11.8,10.4,8.2,***,***,***,3.1,***,***,***
1932,2,27,1024,8.8,7.6,6.5,***,***,***,12.2,***,***,***
1932,2,28,1025.7,13.9,10.3,6.9,***,***,***,Trace,***,***,***
1932,2,29,1025.7,16.1,11.6,8.1,***,***,***,0,***,***,***
1932,3,1,1023.1,14.7,12.4,10.1,***,***,***,0,***,***,***
1932,3,2,1020.8,18.1,14.5,12,***,***,***,0,***,***,***
1932,3,3,1019.6,19.7,16.2,14.1,***,***,***,0,***,***,***
1932,3,4,1018.3,20.5,17.5,15,***,***,***,0,***,***,***
1932,3,5,1016.4,21.2,18.5,16.2,***,***,***,0,***,***,***
1932,3,6,1015.6,24.2,19.1,15.8,***,***,***,0,***,***,***
1932,3,7,1016.6,27.5,18.9,16.3,***,***,***,0,***,***,***
1932,3,8,1019.1,18.7,16.8,14.8,***,***,***,0,***,***,***
1932,3,9,1015.9,19.1,17.6,16.1,***,***,***,Trace,***,***,***
1932,3,10,1011.7,22.7,19.6,16.7,***,***,***,0.4,***,***,***
1932,3,11,1008.7,23.5,21,18.7,***,***,***,1.1,***,***,***
1932,3,12,1006.9,26,22.6,21.3,***,***,***,4.1,***,***,***
1932,3,13,1011.9,21.4,16.3,13.9,***,***,***,32.7,***,***,***
1932,3,14,1021.6,13.8,9.9,8.2,***,***,***,10.2,***,***,***
1932,3,15,1023.6,10.4,9.3,8.7,***,***,***,1,***,***,***
1932,3,16,1022.4,13.6,11.6,8.4,***,***,***,1.6,***,***,***
1932,3,17,1018,17.2,15.6,13.4,***,***,***,0,***,***,***
1932,3,18,1016.3,19.4,16.7,15.3,***,***,***,0.3,***,***,***
1932,3,19,1019.5,19.5,17.1,15.8,***,***,***,Trace,***,***,***
1932,3,20,1023,18.8,16.8,15.5,***,***,***,0,***,***,***
1932,3,21,1020.2,16.4,15.6,14.7,***,***,***,Trace,***,***,***
1932,3,22,1015.3,17.9,16.6,15.3,***,***,***,0.8,***,***,***
1932,3,23,1017.8,22.9,18.5,16.2,***,***,***,2.7,***,***,***
1932,3,24,1020.4,23.8,19.5,15.2,***,***,***,0,***,***,***
1932,3,25,1020.4,20.8,17.9,15.2,***,***,***,0,***,***,***
1932,3,26,1016.5,21.1,17.7,14.8,***,***,***,0,***,***,***
1932,3,27,1011.8,22.7,20.1,17.6,***,***,***,0,***,***,***
1932,3,28,1013.4,24,19.6,17.1,***,***,***,0.3,***,***,***
1932,3,29,1015.6,19.9,18,16.6,***,***,***,0,***,***,***
1932,3,30,1015.5,19.1,17.8,16.3,***,***,***,0.8,***,***,***
1932,3,31,1018.9,19.6,17.6,15.9,***,***,***,Trace,***,***,***
1932,4,1,1017.9,22.6,18.8,17.1,***,***,***,0,***,***,***
1932,4,2,1015.3,21.7,19.2,17.1,***,***,***,0,***,***,***
1932,4,3,1012.7,24.6,21.2,19.6,***,***,***,0,***,***,***
1932,4,4,1009.9,25.7,21.9,19.3,***,***,***,0,***,***,***
1932,4,5,1009.8,25,22.6,21.1,***,***,***,0.4,***,***,***
1932,4,6,1011.1,26.8,22.1,18.4,***,***,***,2.9,***,***,***
1932,4,7,1010.7,20,19.1,18.3,***,***,***,0.1,***,***,***
1932,4,8,1010.6,27,21.4,19.6,***,***,***,Trace,***,***,***
1932,4,9,1011.2,21.6,20.2,19.4,***,***,***,Trace,***,***,***
1932,4,10,1011.6,21.1,20.2,19.4,***,***,***,Trace,***,***,***
1932,4,11,1012.2,22.9,21.4,20.2,***,***,***,Trace,***,***,***
1932,4,12,1012.8,23.6,21.8,20.6,***,***,***,0.8,***,***,***
1932,4,13,1010.6,20.6,19.2,18.4,***,***,***,21.3,***,***,***
1932,4,14,1010.3,23.3,20,18.4,***,***,***,1.6,***,***,***
1932,4,15,1011.8,21.7,20.4,17.4,***,***,***,2.4,***,***,***
1932,4,16,1013.2,17.8,17.1,16.8,***,***,***,5.2,***,***,***
1932,4,17,1013,20.9,19.4,17.4,***,***,***,52.9,***,***,***
1932,4,18,1015.9,24.6,21.8,19.5,***,***,***,0.1,***,***,***
1932,4,19,1015.3,21.4,20.5,19.8,***,***,***,Trace,***,***,***
1932,4,20,1014.4,23.2,21.5,20.2,***,***,***,2.6,***,***,***
1932,4,21,1015,24.5,21.8,20.8,***,***,***,Trace,***,***,***
1932,4,22,1012.9,25.4,23,21.2,***,***,***,Trace,***,***,***
1932,4,23,1011.1,29.8,25.4,22.2,***,***,***,0,***,***,***
1932,4,24,1010.9,28.8,25.7,22.3,***,***,***,0,***,***,***
1932,4,25,1014.9,22.2,20.9,19.9,***,***,***,0.6,***,***,***
1932,4,26,1015.8,23.1,21.3,19.5,***,***,***,Trace,***,***,***
1932,4,27,1014.7,26.3,23.1,21.3,***,***,***,Trace,***,***,***
1932,4,28,1012,29.2,25.2,22.1,***,***,***,0,***,***,***
1932,4,29,1009.8,28.7,25,22.8,***,***,***,0,***,***,***
1932,4,30,1009.7,26.7,24.6,22.9,***,***,***,2.9,***,***,***
1932,5,1,1009.1,28.9,26.4,24.2,***,***,***,0,***,***,***
1932,5,2,1008.3,27,25.8,24.4,***,***,***,Trace,***,***,***
1932,5,3,1008.3,30.2,27.2,24.6,***,***,***,0,***,***,***
1932,5,4,1010,30.6,27.5,25.6,***,***,***,0,***,***,***
1932,5,5,1011.8,31.2,27.6,24.7,***,***,***,0,***,***,***
1932,5,6,1012.7,30.7,27.3,25.1,***,***,***,0,***,***,***
1932,5,7,1012,27.8,25.7,24.9,***,***,***,Trace,***,***,***
1932,5,8,1009.6,29.5,26.6,24.7,***,***,***,0,***,***,***
1932,5,9,1009.7,30,27.2,25.6,***,***,***,0,***,***,***
1932,5,10,1012.1,31.7,27.2,24.4,***,***,***,8.8,***,***,***
1932,5,11,1013,28.1,26.3,25.2,***,***,***,Trace,***,***,***
1932,5,12,1011.7,29.1,26.6,24.2,***,***,***,0,***,***,***
1932,5,13,1009.3,28.9,26.7,25,***,***,***,0,***,***,***
1932,5,14,1007.9,29.1,26.8,25.1,***,***,***,Trace,***,***,***
1932,5,15,1008.4,30.1,27.5,25.4,***,***,***,Trace,***,***,***
1932,5,16,1009.6,29.5,27.5,26.6,***,***,***,1.2,***,***,***
1932,5,17,1009.8,28.5,26.7,25.5,***,***,***,3.7,***,***,***
1932,5,18,1009.2,29.8,27.6,26.2,***,***,***,0.3,***,***,***
1932,5,19,1010.1,30.2,27.7,26.4,***,***,***,Trace,***,***,***
1932,5,20,1010.1,30.7,27.8,25.8,***,***,***,0,***,***,***
1932,5,21,1008.8,28.3,27.1,25.8,***,***,***,0.2,***,***,***
1932,5,22,1007.2,31.2,26.9,25.4,***,***,***,30.6,***,***,***
1932,5,23,1006.3,30.2,27.6,25.9,***,***,***,0.3,***,***,***
1932,5,24,1003.7,30.3,28.4,27.2,***,***,***,1,***,***,***
1932,5,25,1003.8,31.1,28.9,27.7,***,***,***,0.1,***,***,***
1932,5,26,1003.7,30.8,29,28.1,***,***,***,0,***,***,***
1932,5,27,1004.7,31.7,29,27.8,***,***,***,Trace,***,***,***
1932,5,28,1007,31.8,29.1,27.8,***,***,***,Trace,***,***,***
1932,5,29,1009.7,30.7,26.8,24.4,***,***,***,1.2,***,***,***
1932,5,30,1010.2,27.8,25.6,23.9,***,***,***,16.5,***,***,***
1932,5,31,1009.9,30.5,27.1,25,***,***,***,0,***,***,***
1932,6,1,1009.9,29.4,27.1,25.8,***,***,***,0.9,***,***,***
1932,6,2,1008.6,29.3,27,24.6,***,***,***,28.4,***,***,***
1932,6,3,1008.5,27.1,26.2,24.7,***,***,***,49,***,***,***
1932,6,4,1008.1,27.6,26.5,25.4,***,***,***,48.4,***,***,***
1932,6,5,1005.9,30.7,27.9,26.3,***,***,***,2.5,***,***,***
1932,6,6,1005.2,30.6,27.8,25.8,***,***,***,3.4,***,***,***
1932,6,7,1004.7,31.2,28.2,26.1,***,***,***,12,***,***,***
1932,6,8,1003.8,28.1,26.6,25.2,***,***,***,48.9,***,***,***
1932,6,9,1002.4,27.8,26.6,25.6,***,***,***,52.5,***,***,***
1932,6,10,1001.5,29.4,27.3,25.3,***,***,***,16.4,***,***,***
1932,6,11,1000.3,28.1,26.6,25.5,***,***,***,21.1,***,***,***
1932,6,12,997.4,29.9,26.8,26.1,***,***,***,41.1,***,***,***
1932,6,13,997.2,31.7,27.9,25.2,***,***,***,44.9,***,***,***
1932,6,14,999.7,28.3,26.6,25.6,***,***,***,146.1,***,***,***
1932,6,15,1003.4,27.7,26.3,25.2,***,***,***,60.1,***,***,***
1932,6,16,1005.8,30.6,28.1,25.6,***,***,***,1.1,***,***,***
1932,6,17,1006.2,32.1,29.1,27.2,***,***,***,0,***,***,***
1932,6,18,1006.4,31.8,28.9,27.6,***,***,***,Trace,***,***,***
1932,6,19,1005.9,29.8,28.1,25.6,***,***,***,30.1,***,***,***
1932,6,20,1006.1,31.7,29.2,27.9,***,***,***,0.5,***,***,***
1932,6,21,1007.6,31.9,28.9,27.9,***,***,***,1.4,***,***,***
1932,6,22,1008.6,31.2,29.2,28.1,***,***,***,Trace,***,***,***
1932,6,23,1007.7,32.2,29.3,27.8,***,***,***,Trace,***,***,***
1932,6,24,1005.5,31.1,28.9,27.8,***,***,***,Trace,***,***,***
1932,6,25,1004.9,30.6,28.7,27.8,***,***,***,2.5,***,***,***
1932,6,26,1004.7,31.3,29.3,28.1,***,***,***,1.3,***,***,***
1932,6,27,1004.8,30.3,28,25.1,***,***,***,3.3,***,***,***
1932,6,28,1004.9,28.9,27,25.6,***,***,***,27,***,***,***
1932,6,29,1005.8,31.2,27.5,25.9,***,***,***,0.1,***,***,***
1932,6,30,1005,28.8,26.6,24.9,***,***,***,0.1,***,***,***
1932,7,1,1003,30.6,27.8,25,***,***,***,0,***,***,***
1932,7,2,1004.3,30.6,27.6,26.2,***,***,***,Trace,***,***,***
1932,7,3,1005.7,29.5,27.6,26.6,***,***,***,0,***,***,***
1932,7,4,1004,29.1,27.1,25.3,***,***,***,7.6,***,***,***
1932,7,5,1004.3,28.3,26.8,25.8,***,***,***,17.8,***,***,***
1932,7,6,1007.2,32.1,28.4,25.6,***,***,***,0.9,***,***,***
1932,7,7,1007.9,30.9,28.4,27.1,***,***,***,0.5,***,***,***
1932,7,8,1007,31.5,28.9,27.6,***,***,***,0,***,***,***
1932,7,9,1006.2,31.7,28.8,27.6,***,***,***,0.3,***,***,***
1932,7,10,1007.7,31.9,28.8,26.7,***,***,***,1.2,***,***,***
1932,7,11,1009.3,29.9,27.6,25,***,***,***,16.4,***,***,***
1932,7,12,1009.2,30.9,28.3,25.9,***,***,***,7.7,***,***,***
1932,7,13,1007.3,30,27.8,26,***,***,***,17.7,***,***,***
1932,7,14,1005.3,30.6,28.5,26.2,***,***,***,4.2,***,***,***
1932,7,15,1006.2,30.4,28.4,25.1,***,***,***,14.1,***,***,***
1932,7,16,1006.8,30,27.9,25,***,***,***,20.4,***,***,***
1932,7,17,1006.9,31.7,28.1,26.1,***,***,***,15.8,***,***,***
1932,7,18,1005.6,30.5,28,25.4,***,***,***,15.6,***,***,***
1932,7,19,1005.5,30.5,28.2,25.9,***,***,***,4.6,***,***,***
1932,7,20,1004,31,28.9,27.6,***,***,***,2.4,***,***,***
1932,7,21,1001.2,29.4,27.6,24.1,***,***,***,53.6,***,***,***
1932,7,22,1003,27.3,25.5,24.1,***,***,***,93.4,***,***,***
1932,7,23,1007.8,27.1,26.1,24.9,***,***,***,79.8,***,***,***
1932,7,24,1009.9,26.2,25,24.2,***,***,***,35.6,***,***,***
1932,7,25,1007.2,30.6,26.9,23.9,***,***,***,Trace,***,***,***
1932,7,26,1004.4,30,27.4,25.6,***,***,***,0,***,***,***
1932,7,27,1001.1,30.6,28,25.5,***,***,***,0,***,***,***
1932,7,28,998.5,31.1,28.6,27.2,***,***,***,Trace,***,***,***
1932,7,29,996.8,29,27.5,25.6,***,***,***,56.3,***,***,***
1932,7,30,997.2,26.9,26,24.9,***,***,***,107.5,***,***,***
1932,7,31,997.2,26.3,25.5,24.9,***,***,***,80.2,***,***,***
1932,8,1,997.6,30.4,28.1,26.1,***,***,***,0.1,***,***,***
1932,8,2,998.8,30.7,28.8,27.7,***,***,***,0.3,***,***,***
1932,8,3,1001.6,29.1,28.2,27.6,***,***,***,1.1,***,***,***
1932,8,4,1004.7,28.3,26.9,23.9,***,***,***,155.3,***,***,***
1932,8,5,1006,28.9,26.6,25.1,***,***,***,6.1,***,***,***
1932,8,6,1005.2,29.8,27.2,24.8,***,***,***,4.9,***,***,***
1932,8,7,1004.3,32.1,28.3,25.9,***,***,***,0.2,***,***,***
1932,8,8,1004,30,28,27,***,***,***,0.4,***,***,***
1932,8,9,1003.8,30.2,28.1,27.2,***,***,***,0.4,***,***,***
1932,8,10,1004.5,30.8,28.6,27.2,***,***,***,0.1,***,***,***
1932,8,11,1006.6,31.1,28.8,27.8,***,***,***,1,***,***,***
1932,8,12,1006.2,31.2,29,27.8,***,***,***,2.5,***,***,***
1932,8,13,1004,32.3,29.1,27.4,***,***,***,0.4,***,***,***
1932,8,14,1004.3,32.1,29.4,27.7,***,***,***,0,***,***,***
1932,8,15,1005.2,32.7,29.4,27.1,***,***,***,1.3,***,***,***
1932,8,16,1005.7,32,28.8,26.4,***,***,***,0,***,***,***
1932,8,17,1006.4,31.1,28.6,27.2,***,***,***,3.6,***,***,***
1932,8,18,1006.8,31.2,28.5,25.4,***,***,***,11.4,***,***,***
1932,8,19,1007.8,31.1,28.6,27.1,***,***,***,1.8,***,***,***
1932,8,20,1009.1,32.3,29,27.2,***,***,***,Trace,***,***,***
1932,8,21,1007.9,31.9,28.9,27.2,***,***,***,0,***,***,***
1932,8,22,1007,28.2,27.1,26.1,***,***,***,0,***,***,***
1932,8,23,1006.4,31.3,28,25.7,***,***,***,0.3,***,***,***
1932,8,24,1004.1,31.4,28.6,26.6,***,***,***,Trace,***,***,***
1932,8,25,1003,31.6,28.7,27.7,***,***,***,Trace,***,***,***
1932,8,26,1005.7,30.1,26.6,24.7,***,***,***,97.2,***,***,***
1932,8,27,1007.8,28.2,25.9,24.4,***,***,***,86.7,***,***,***
1932,8,28,1008,25.6,24.6,23.3,***,***,***,113.4,***,***,***
1932,8,29,1008.9,26.4,24.5,23.5,***,***,***,30.8,***,***,***
1932,8,30,1011.2,27.6,25,23.4,***,***,***,9.1,***,***,***
1932,8,31,1011.6,28.6,25.8,23.7,***,***,***,2.7,***,***,***
1932,9,1,1009.7,30.5,26.7,24.2,***,***,***,10.7,***,***,***
1932,9,2,1009.8,29.4,26.5,24.8,***,***,***,0,***,***,***
1932,9,3,1011.8,28.2,26,23.8,***,***,***,1.4,***,***,***
1932,9,4,1012.5,27.8,25.9,24.9,***,***,***,13.8,***,***,***
1932,9,5,1010.5,27.5,26,25.5,***,***,***,Trace,***,***,***
1932,9,6,1008.5,27.7,26,24.4,***,***,***,0,***,***,***
1932,9,7,1007,28.3,26,24.7,***,***,***,0,***,***,***
1932,9,8,1007.8,29,26.3,24.9,***,***,***,Trace,***,***,***
1932,9,9,1007.7,29.2,26.4,25,***,***,***,0,***,***,***
1932,9,10,1006.6,27.6,26,25.1,***,***,***,1.1,***,***,***
1932,9,11,1006,27.2,25.9,24.9,***,***,***,2,***,***,***
1932,9,12,1008.4,27.2,26.2,25.7,***,***,***,Trace,***,***,***
1932,9,13,1009.6,28.2,26.2,25.2,***,***,***,0,***,***,***
1932,9,14,1009.2,28.3,26.3,24.9,***,***,***,0,***,***,***
1932,9,15,1006.7,28.9,26.8,25.1,***,***,***,0,***,***,***
1932,9,16,1001.9,30.5,27,24.7,***,***,***,13.9,***,***,***
1932,9,17,998.5,28.3,27.1,24.7,***,***,***,33.1,***,***,***
1932,9,18,1005.6,28.8,27.2,25.9,***,***,***,4.2,***,***,***
1932,9,19,1009.6,27.7,26.3,25.2,***,***,***,6.1,***,***,***
1932,9,20,1008.8,28.1,26.3,25.7,***,***,***,0,***,***,***
1932,9,21,1005.6,28.8,26.7,25.6,***,***,***,0,***,***,***
1932,9,22,1004.7,28.9,27.3,26.2,***,***,***,Trace,***,***,***
1932,9,23,1006.8,30.1,27.1,25.7,***,***,***,12.9,***,***,***
1932,9,24,1010.1,30.1,27.2,25.2,***,***,***,2.4,***,***,***
1932,9,25,1011.2,30.8,27.7,25.7,***,***,***,Trace,***,***,***
1932,9,26,1009.2,30.6,28.1,26.6,***,***,***,Trace,***,***,***
1932,9,27,1008.1,31.1,28.3,25.8,***,***,***,8.6,***,***,***
1932,9,28,1010.5,27.2,25.6,24,***,***,***,0,***,***,***
1932,9,29,1012.1,29.1,25.6,23.8,***,***,***,0,***,***,***
1932,9,30,1011.6,29.4,26.1,24.3,***,***,***,Trace,***,***,***
1932,10,1,1010.7,27.7,26.1,24.9,***,***,***,0.1,***,***,***
1932,10,2,1010,28.2,26.2,25.1,***,***,***,Trace,***,***,***
1932,10,3,1010.8,28.3,26,24.6,***,***,***,0.9,***,***,***
1932,10,4,1012.9,28,26.1,24.4,***,***,***,0,***,***,***
1932,10,5,1015.2,26,24.2,23.2,***,***,***,Trace,***,***,***
1932,10,6,1015.4,25.7,24,22.2,***,***,***,0.6,***,***,***
1932,10,7,1014.7,26.8,24.8,23.6,***,***,***,0,***,***,***
1932,10,8,1015.2,26.1,23.8,21.7,***,***,***,Trace,***,***,***
1932,10,9,1016.3,26.1,24,21.9,***,***,***,Trace,***,***,***
1932,10,10,1018.3,25,23.2,21.7,***,***,***,Trace,***,***,***
1932,10,11,1018.8,26.4,23.7,21.7,***,***,***,Trace,***,***,***
1932,10,12,1018.4,26.8,24.6,21.7,***,***,***,0,***,***,***
1932,10,13,1015.6,28.7,24.9,21.6,***,***,***,0,***,***,***
1932,10,14,1013.3,27.2,24.7,22.8,***,***,***,0,***,***,***
1932,10,15,1013.4,27.8,25.1,24,***,***,***,Trace,***,***,***
1932,10,16,1013.7,27.5,25,23.8,***,***,***,0,***,***,***
1932,10,17,1013.8,26.7,24.6,23.4,***,***,***,0,***,***,***
1932,10,18,1013.6,27.1,24.9,23.8,***,***,***,0,***,***,***
1932,10,19,1013.3,27.7,24.8,23.2,***,***,***,Trace,***,***,***
1932,10,20,1015.1,27.3,23.7,20.2,***,***,***,Trace,***,***,***
1932,10,21,1017.3,25.2,22.1,19,***,***,***,0,***,***,***
1932,10,22,1016.2,26.4,23.6,22.1,***,***,***,0,***,***,***
1932,10,23,1014.6,26.9,24.4,22.9,***,***,***,0,***,***,***
1932,10,24,1012.8,29.1,25,22.4,***,***,***,0,***,***,***
1932,10,25,1012.1,27.7,24.2,22.3,***,***,***,0,***,***,***
1932,10,26,1013.4,27.6,23.8,21.3,***,***,***,0,***,***,***
1932,10,27,1012.7,28.4,25.2,22.2,***,***,***,0,***,***,***
1932,10,28,1010.9,29.9,26.4,23.8,***,***,***,0,***,***,***
1932,10,29,1011.2,24.7,23.3,22.1,***,***,***,0.6,***,***,***
1932,10,30,1012.3,26.1,23.8,22.3,***,***,***,Trace,***,***,***
1932,10,31,1015.4,25,23.4,22.5,***,***,***,Trace,***,***,***
1932,11,1,1018,23.1,21.2,19.4,***,***,***,1.5,***,***,***
1932,11,2,1017.5,25.3,22.7,20.9,***,***,***,0,***,***,***
1932,11,3,1016.6,24.8,22.8,21.3,***,***,***,0,***,***,***
1932,11,4,1016.1,26.2,23,21.3,***,***,***,0,***,***,***
1932,11,5,1014.8,25,23,21.9,***,***,***,0,***,***,***
1932,11,6,1014.3,27.3,24.2,21.6,***,***,***,0,***,***,***
1932,11,7,1018.5,23.6,22,20.8,***,***,***,Trace,***,***,***
1932,11,8,1018.6,22.8,20.9,19.1,***,***,***,Trace,***,***,***
1932,11,9,1015.4,25.6,22.4,20.8,***,***,***,0,***,***,***
1932,11,10,1012.3,26.6,23.1,20.8,***,***,***,0,***,***,***
1932,11,11,1011.9,27.3,23.5,21,***,***,***,0,***,***,***
1932,11,12,1011.4,26.4,22.1,19.3,***,***,***,0,***,***,***
1932,11,13,1012.5,24.4,20.3,16.9,***,***,***,0,***,***,***
1932,11,14,1014.7,22.8,20,17.6,***,***,***,0,***,***,***
1932,11,15,1017.5,24.2,21.1,19.1,***,***,***,0,***,***,***
1932,11,16,1021.4,21.5,18.9,16.9,***,***,***,Trace,***,***,***
1932,11,17,1022,19.8,18.7,17.2,***,***,***,Trace,***,***,***
1932,11,18,1022.3,22.7,19.7,17.1,***,***,***,0,***,***,***
1932,11,19,1021.1,25.4,21.7,18.6,***,***,***,0,***,***,***
1932,11,20,1020.3,25.6,21.7,18.4,***,***,***,Trace,***,***,***
1932,11,21,1019.7,24.8,21,18.3,***,***,***,Trace,***,***,***
1932,11,22,1018.9,22.4,20.8,19.9,***,***,***,Trace,***,***,***
1932,11,23,1016.3,24.4,22.2,20.6,***,***,***,Trace,***,***,***
1932,11,24,1014.2,23.3,22.1,21.2,***,***,***,0.7,***,***,***
1932,11,25,1013.7,26.3,23.2,21.7,***,***,***,0.3,***,***,***
1932,11,26,1014.5,23.1,21.5,19.9,***,***,***,Trace,***,***,***
1932,11,27,1015,21.8,20.1,18.7,***,***,***,Trace,***,***,***
1932,11,28,1016.6,23.1,19,13.3,***,***,***,0,***,***,***
1932,11,29,1018.5,20.9,16.2,12.4,***,***,***,0,***,***,***
1932,11,30,1018.9,22.8,19.3,16.6,***,***,***,0,***,***,***
1932,12,1,1018.2,20.3,18.5,17,***,***,***,5,***,***,***
1932,12,2,1017.4,23,20.1,17.6,***,***,***,0.7,***,***,***
1932,12,3,1016.6,23.6,20.9,19.9,***,***,***,Trace,***,***,***
1932,12,4,1016,23.9,21.1,19.8,***,***,***,Trace,***,***,***
1932,12,5,1016.9,21.2,19.1,15.4,***,***,***,0.3,***,***,***
1932,12,6,1019.1,17.6,14.4,10.4,***,***,***,0,***,***,***
1932,12,7,1021.4,15.7,12.1,8.3,***,***,***,0,***,***,***
1932,12,8,1024.4,16.7,12.4,8.8,***,***,***,0,***,***,***
1932,12,9,1024.5,16,14.4,12.1,***,***,***,0,***,***,***
1932,12,10,1023.5,19.2,16.5,14.2,***,***,***,0,***,***,***
1932,12,11,1022.6,22.9,19,15.9,***,***,***,0,***,***,***
1932,12,12,1025.9,19.4,16.2,12.8,***,***,***,0,***,***,***
1932,12,13,1027.3,17,13.7,10.1,***,***,***,0,***,***,***
1932,12,14,1025.9,19.2,14.4,10.4,***,***,***,0,***,***,***
1932,12,15,1024.7,18.7,15.2,11.7,***,***,***,0,***,***,***
1932,12,16,1023,18.3,14.7,11.2,***,***,***,0,***,***,***
1932,12,17,1020.6,19.5,16.8,14.8,***,***,***,0,***,***,***
1932,12,18,1018.7,20.4,18,16.7,***,***,***,7.8,***,***,***
1932,12,19,1018,17.9,16.4,14.9,***,***,***,89.9,***,***,***
1932,12,20,1020,21.3,18.5,16.9,***,***,***,0.8,***,***,***
1932,12,21,1021.1,18.3,17,16.1,***,***,***,Trace,***,***,***
1932,12,22,1021,19.5,17.3,16.4,***,***,***,0.1,***,***,***
1932,12,23,1018.9,18.1,17.3,16.8,***,***,***,Trace,***,***,***
1932,12,24,1017.1,21.7,18.8,16.2,***,***,***,Trace,***,***,***
1932,12,25,1014.8,25.8,21.1,18.4,***,***,***,0,***,***,***
1932,12,26,1014.8,20.8,19.4,18.6,***,***,***,Trace,***,***,***
1932,12,27,1014.1,20.6,18.4,17.5,***,***,***,Trace,***,***,***
1932,12,28,1015,21.6,18.9,16.5,***,***,***,Trace,***,***,***
1932,12,29,1018.2,20.1,16.2,13.2,***,***,***,0,***,***,***
1932,12,30,1019.5,18.1,15.2,12.8,***,***,***,0,***,***,***
1932,12,31,1020.6,18.4,16.1,14.7,***,***,***,0,***,***,***
1933,1,1,1022.5,17.8,14,10.1,***,***,***,0,***,***,***
1933,1,2,1024.7,14.6,12.1,8.8,***,***,***,0,***,***,***
1933,1,3,1023.3,16.3,14,12.4,***,***,***,0.2,***,***,***
1933,1,4,1020.4,18.6,16,13.8,***,***,***,0.8,***,***,***
1933,1,5,1020.1,18.3,15.6,14.1,***,***,***,Trace,***,***,***
1933,1,6,1023.1,14.2,11.6,9.9,***,***,***,2.5,***,***,***
1933,1,7,1023.3,15.4,13.1,10.7,***,***,***,0,***,***,***
1933,1,8,1022.8,18.3,15.2,13.3,***,***,***,0,***,***,***
1933,1,9,1020,18.6,16.3,15.1,***,***,***,0,***,***,***
1933,1,10,1017.8,20.1,17.7,15.7,***,***,***,Trace,***,***,***
1933,1,11,1017,22.5,19.7,17.9,***,***,***,0.4,***,***,***
1933,1,12,1021.9,19.5,15.9,12.7,***,***,***,2.2,***,***,***
1933,1,13,1026.8,12.7,10.4,8.8,***,***,***,0.1,***,***,***
1933,1,14,1027.9,12.7,9,6.7,***,***,***,0,***,***,***
1933,1,15,1026.4,13,9.9,6.3,***,***,***,0,***,***,***
1933,1,16,1021.3,13.8,12.5,10.7,***,***,***,Trace,***,***,***
1933,1,17,1020.1,16.2,14.3,13.1,***,***,***,Trace,***,***,***
1933,1,18,1019.1,14.5,12.6,10.9,***,***,***,6,***,***,***
1933,1,19,1017,13.7,11.7,9.8,***,***,***,0.1,***,***,***
1933,1,20,1015.9,16.5,14.7,12.4,***,***,***,Trace,***,***,***
1933,1,21,1017.9,14.6,12.7,10.5,***,***,***,Trace,***,***,***
1933,1,22,1020,16.7,12.4,9.3,***,***,***,0,***,***,***
1933,1,23,1019.7,17.1,12.4,10.3,***,***,***,0,***,***,***
1933,1,24,1019.9,13.2,12,10.3,***,***,***,0,***,***,***
1933,1,25,1020,17.3,12.7,8.7,***,***,***,0,***,***,***
1933,1,26,1021.8,16.7,12.2,10.1,***,***,***,Trace,***,***,***
1933,1,27,1025.9,10.1,7.9,6.6,***,***,***,Trace,***,***,***
1933,1,28,1025.9,13.6,8,5.2,***,***,***,Trace,***,***,***
1933,1,29,1025,15.7,11.1,7.8,***,***,***,0,***,***,***
1933,1,30,1023.6,15.7,12.4,11.4,***,***,***,0,***,***,***
